vertex,score
3913,7.254530822260317E-5
3914,3.464551501730777E-4
3915,2.882190675115638E-4
3916,2.151156659689325E-4
3917,2.3863453024403482E-4
3918,2.8116187957950096E-4
3919,2.2790262773357756E-4
3920,7.428327298484021E-5
3921,1.2771519991325764E-4
3922,6.635400114845521E-5
3923,2.4793514341319627E-4
3924,3.098850309397581E-4
3925,2.8714145930379246E-4
3926,2.497055720447476E-4
3927,2.74815764720273E-4
3928,9.938812651447387E-5
3929,1.3774484937050365E-4
3930,1.17370230940457E-4
3931,2.857662487337856E-4
3932,4.90800150329559E-5
3933,1.8972367598754408E-4
3934,1.7196630502430883E-4
3935,3.0149208474208547E-4
3936,3.370259273358443E-4
3937,2.0845716115862204E-4
3938,9.534134175417072E-5
3939,4.412890414442607E-4
3940,1.2170559328379617E-4
3941,3.697997651368245E-4
3942,3.3055012358567797E-4
3943,2.620726980783481E-4
3944,4.1919276672846114E-4
3945,2.512141971393309E-4
3946,1.2701822723259917E-4
3947,1.99384263070037E-4
3948,1.7654008674655822E-4
3949,9.470759386022082E-5
3950,8.660948743810986E-5
3951,7.010942150037123E-5
3952,2.607311773974005E-4
3953,2.014057181567919E-4
3954,9.923261446178152E-5
3955,5.011297388709081E-4
3956,1.3115641771637858E-4
3957,3.911532159893982E-4
3958,3.339285009402501E-4
3959,1.560042198072449E-4
3960,1.5971302833322148E-4
3961,2.904846059486214E-4
3962,1.8829346189184082E-4
3963,8.081240651538705E-5
3964,2.784979529636098E-4
3965,2.697212265207541E-4
3966,2.337339538877801E-4
3967,2.816005370060802E-4
3968,2.984061151685445E-4
3969,2.930111517561374E-4
3970,5.289569245898753E-5
3971,2.659570492387374E-4
3972,2.2374009768667895E-4
3973,3.3149367796550175E-4
3974,2.1081267853317718E-4
3975,1.7369366645692816E-4
3976,1.7957643426577327E-4
3977,9.389613628486474E-5
3978,8.851639009047299E-5
3979,2.331089830807133E-4
3980,2.7569653089066793E-4
3981,3.654020729023569E-4
3982,1.6646072719296118E-4
3983,3.6919804808632116E-4
3984,1.9372622366261915E-4
3985,1.6306070258227125E-4
3986,3.155583708683344E-4
3987,1.783527008375289E-4
3988,3.0525687185327025E-4
3989,4.0683177114060593E-4
3990,1.2291684438003208E-4
3991,1.971275329883521E-4
3992,1.2691024006003548E-4
3993,3.834723161577739E-4
3994,1.3009302960495766E-4
3995,2.8165754146827705E-4
3996,3.433342780045522E-4
3997,1.5265970774541878E-4
3998,2.8846878529035835E-4
3999,8.223383218454927E-5
999,1.0941425716553517E-4
